"rank","module","uri","uri_template","name","action","model","record_key","status","avg_ms","min_ms","max_ms","runs_ms","bytes","final_url","error"
"11","muhasebe","admin/muhasebe/finans/banka-hesaplari/1/edit","admin/muhasebe/finans/banka-hesaplari/{record}/edit","filament.admin.muhasebe.resources.finans.banka-hesaplari.edit","App\Filament\Clusters\Muhasebe\Resources\BankaHesabiKaynagi\Pages\EditBankaHesabi","App\Models\Muhasebe\BankaHesabi","1","200","2053,61","2053,61","2053,61","2053.61","175485","http://localhost/yalova-kamera/admin/muhasebe/finans/banka-hesaplari/1/edit",
"12","muhasebe","admin/muhasebe/finans/poslar/1","admin/muhasebe/finans/poslar/{record}","filament.admin.muhasebe.resources.finans.poslar.view","App\Filament\Clusters\Muhasebe\Resources\PosHesabiKaynagi\Pages\ViewPosHesabi","App\Models\Muhasebe\PosHesabi","1","200","2048,37","2048,37","2048,37","2048.37","188130","http://localhost/yalova-kamera/admin/muhasebe/finans/poslar/1",
"13","muhasebe","admin/muhasebe/tanimlar/birimler/1/edit","admin/muhasebe/tanimlar/birimler/{record}/edit","filament.admin.muhasebe.resources.tanimlar.birimler.edit","App\Filament\Clusters\Muhasebe\Resources\Tanimlar\BirimTanimKaynagi\Pages\EditBirim","App\Models\Muhasebe\Birim","1","200","2047,85","2047,85","2047,85","2047.85","137679","http://localhost/yalova-kamera/admin/muhasebe/tanimlar/birimler/1/edit",
"14","muhasebe","admin/muhasebe/tanimlar/doviz-kurlari/1/edit","admin/muhasebe/tanimlar/doviz-kurlari/{record}/edit","filament.admin.muhasebe.resources.tanimlar.doviz-kurlari.edit","App\Filament\Clusters\Muhasebe\Resources\Tanimlar\DovizKuruTanimKaynagi\Pages\EditDovizKuru","App\Models\Muhasebe\DovizKuru","1","200","2046,9","2046,9","2046,9","2046.9","175708","http://localhost/yalova-kamera/admin/muhasebe/tanimlar/doviz-kurlari/1/edit",
"15","sistem-kullanicilar","admin/sistem-kullanicilar/1","admin/sistem-kullanicilar/{record}","filament.admin.resources.sistem-kullanicilar.view","App\Filament\Resources\UserResource\Pages\ViewUser","App\Models\User","1","200","2040,35","2040,35","2040,35","2040.35","133841","http://localhost/yalova-kamera/admin/sistem-kullanicilar/1",
"16","personel-takip","admin/personel-takip/tanimlar/departmanlar/1/edit","admin/personel-takip/tanimlar/departmanlar/{record}/edit","filament.admin.personel-takip.resources.tanimlar.departmanlar.edit","App\Filament\Clusters\PersonelTakip\Resources\PersonelDepartmanKaynagi\Pages\EditPersonelDepartman","App\Models\Personel\PersonelDepartmani","1","200","2038,72","2038,72","2038,72","2038.72","145799","http://localhost/yalova-kamera/admin/personel-takip/tanimlar/departmanlar/1/edit",
"17","sistem-kullanicilar","admin/sistem-kullanicilar/1/edit","admin/sistem-kullanicilar/{record}/edit","filament.admin.resources.sistem-kullanicilar.edit","App\Filament\Resources\UserResource\Pages\EditUser","App\Models\User","1","200","2038,13","2038,13","2038,13","2038.13","143006","http://localhost/yalova-kamera/admin/sistem-kullanicilar/1/edit",
"18","sistem-roller","admin/sistem-roller/1/edit","admin/sistem-roller/{record}/edit","filament.admin.resources.sistem-roller.edit","App\Filament\Resources\RoleResource\Pages\EditRole","App\Models\Rol","1","200","2035,17","2035,17","2035,17","2035.17","147125","http://localhost/yalova-kamera/admin/sistem-roller/1/edit",
"19","personel-takip","admin/personel-takip/tanimlar/gorevler/1/edit","admin/personel-takip/tanimlar/gorevler/{record}/edit","filament.admin.personel-takip.resources.tanimlar.gorevler.edit","App\Filament\Clusters\PersonelTakip\Resources\PersonelGorevKaynagi\Pages\EditPersonelGorev","App\Models\Personel\PersonelGorevi","1","200","2032,79","2032,79","2032,79","2032.79","154123","http://localhost/yalova-kamera/admin/personel-takip/tanimlar/gorevler/1/edit",
"20","teknik-servis","admin/teknik-servis/tanimlar/aksesuarlar/1/edit","admin/teknik-servis/tanimlar/aksesuarlar/{record}/edit","filament.admin.teknik-servis.resources.tanimlar.aksesuarlar.edit","App\Filament\Clusters\TeknikServis\Resources\TeknikServisAksesuarKaynagi\Pages\EditTeknikServisAksesuar","App\Models\TeknikServis\TeknikServisAksesuarTanimi","1","200","2023,39","2023,39","2023,39","2023.39","141744","http://localhost/yalova-kamera/admin/teknik-servis/tanimlar/aksesuarlar/1/edit",
"21","sistem-roller","admin/sistem-roller/1","admin/sistem-roller/{record}","filament.admin.resources.sistem-roller.view","App\Filament\Resources\RoleResource\Pages\ViewRole","App\Models\Rol","1","200","2016,64","2016,64","2016,64","2016.64","138228","http://localhost/yalova-kamera/admin/sistem-roller/1",
"22","teknik-servis","admin/teknik-servis/tanimlar/arizalar/1/edit","admin/teknik-servis/tanimlar/arizalar/{record}/edit","filament.admin.teknik-servis.resources.tanimlar.arizalar.edit","App\Filament\Clusters\TeknikServis\Resources\TeknikServisArizaKaynagi\Pages\EditTeknikServisArizasi","App\Models\TeknikServis\TeknikServisArizaTanimi","1","200","2006,97","2006,97","2006,97","2006.97","148779","http://localhost/yalova-kamera/admin/teknik-servis/tanimlar/arizalar/1/edit",
"23","personel-takip","admin/personel-takip/tanimlar/vardiya-sablonlari/1/edit","admin/personel-takip/tanimlar/vardiya-sablonlari/{record}/edit","filament.admin.personel-takip.resources.tanimlar.vardiya-sablonlari.edit","App\Filament\Clusters\PersonelTakip\Resources\PersonelVardiyaSablonuKaynagi\Pages\EditPersonelVardiyaSablonu","App\Models\Personel\PersonelVardiyaSablonu","1","200","1946,04","1946,04","1946,04","1946.04","153403","http://localhost/yalova-kamera/admin/personel-takip/tanimlar/vardiya-sablonlari/1/edit",
"24","web","admin/web/urunler/urun-listesi/1/edit","admin/web/urunler/urun-listesi/{record}/edit","filament.admin.web.resources.urunler.urun-listesi.edit","App\Filament\Clusters\Web\Resources\UrunKaynagi\Pages\EditUrun","App\Models\Muhasebe\StokKarti","1","404","1916,6","1916,6","1916,6","1916.6","0","http://localhost/yalova-kamera/admin/web/urunler/urun-listesi/1/edit","Uzak sunucu hata döndürdü: (404) Bulunamadı."
"25","teknik-servis","admin/teknik-servis/servis-kayitlari/1","admin/teknik-servis/servis-kayitlari/{record}","filament.admin.teknik-servis.resources.servis-kayitlari.view","App\Filament\Clusters\TeknikServis\Resources\TeknikServisKaydiKaynagi\Pages\TeknikServisKaydiGoruntule","App\Models\TeknikServis\TeknikServisKaydi","1","200","1836,36","1836,36","1836,36","1836.36","205232","http://localhost/yalova-kamera/admin/teknik-servis/servis-kayitlari/1",
"26","firma-ici-kullanicilar","admin/firma-ici-kullanicilar/1/edit","admin/firma-ici-kullanicilar/{record}/edit","filament.admin.resources.firma-ici-kullanicilar.edit","App\Filament\Resources\FirmaIciKullaniciKaynagi\Pages\FirmaIciKullaniciDuzenle","App\Models\FirmaKullanici","1","200","1813,96","1813,96","1813,96","1813.96","165066","http://localhost/yalova-kamera/admin/firma-ici-kullanicilar/1/edit",
"27","muhasebe","admin/muhasebe/finans/poslar/1/edit","admin/muhasebe/finans/poslar/{record}/edit","filament.admin.muhasebe.resources.finans.poslar.edit","App\Filament\Clusters\Muhasebe\Resources\PosHesabiKaynagi\Pages\EditPosHesabi","App\Models\Muhasebe\PosHesabi","1","200","1809,65","1809,65","1809,65","1809.65","220921","http://localhost/yalova-kamera/admin/muhasebe/finans/poslar/1/edit",
"28","personel-takip","admin/personel-takip/personeller/1/edit","admin/personel-takip/personeller/{record}/edit","filament.admin.personel-takip.resources.personeller.edit","App\Filament\Clusters\PersonelTakip\Resources\PersonelKaynagi\Pages\EditPersonel","App\Models\Personel\Personel","1","200","1806,97","1806,97","1806,97","1806.97","222845","http://localhost/yalova-kamera/admin/personel-takip/personeller/1/edit",
"29","muhasebe","admin/muhasebe/stok/stok-kategorileri/1/edit","admin/muhasebe/stok/stok-kategorileri/{record}/edit","filament.admin.muhasebe.resources.stok.stok-kategorileri.edit","App\Filament\Clusters\Muhasebe\Resources\StokKategoriKaynagi\Pages\EditStokKategorisi","App\Models\Muhasebe\StokKategorisi","1","200","1797,67","1797,67","1797,67","1797.67","154843","http://localhost/yalova-kamera/admin/muhasebe/stok/stok-kategorileri/1/edit",
"30","muhasebe","admin/muhasebe/finans/kasa-hesaplari/1/edit","admin/muhasebe/finans/kasa-hesaplari/{record}/edit","filament.admin.muhasebe.resources.finans.kasa-hesaplari.edit","App\Filament\Clusters\Muhasebe\Resources\KasaHesabiKaynagi\Pages\EditKasaHesabi","App\Models\Muhasebe\KasaHesabi","1","200","1762,75","1762,75","1762,75","1762.75","163663","http://localhost/yalova-kamera/admin/muhasebe/finans/kasa-hesaplari/1/edit",
"31","muhasebe","admin/muhasebe/finans/banka-hesaplari/1","admin/muhasebe/finans/banka-hesaplari/{record}","filament.admin.muhasebe.resources.finans.banka-hesaplari.view","App\Filament\Clusters\Muhasebe\Resources\BankaHesabiKaynagi\Pages\ViewBankaHesabi","App\Models\Muhasebe\BankaHesabi","1","200","1762,46","1762,46","1762,46","1762.46","165297","http://localhost/yalova-kamera/admin/muhasebe/finans/banka-hesaplari/1",
"32","sistem-yetkiler","admin/sistem-yetkiler/1/edit","admin/sistem-yetkiler/{record}/edit","filament.admin.resources.sistem-yetkiler.edit","App\Filament\Resources\YetkiYonetimKaynagi\Pages\YetkiDuzenle","App\Models\Yetki","1","200","1760,59","1760,59","1760,59","1760.59","137088","http://localhost/yalova-kamera/admin/sistem-yetkiler/1/edit",
"33","muhasebe","admin/muhasebe/finans/kasa-hesaplari/1","admin/muhasebe/finans/kasa-hesaplari/{record}","filament.admin.muhasebe.resources.finans.kasa-hesaplari.view","App\Filament\Clusters\Muhasebe\Resources\KasaHesabiKaynagi\Pages\ViewKasaHesabi","App\Models\Muhasebe\KasaHesabi","1","200","1753,4","1753,4","1753,4","1753.4","156353","http://localhost/yalova-kamera/admin/muhasebe/finans/kasa-hesaplari/1",
"34","sistem-firmalar","admin/sistem-firmalar/1/edit","admin/sistem-firmalar/{record}/edit","filament.admin.resources.sistem-firmalar.edit","App\Filament\Resources\FirmaYonetimKaynagi\Pages\FirmaDuzenle","App\Models\Firma","1","200","1745,4","1745,4","1745,4","1745.4","158659","http://localhost/yalova-kamera/admin/sistem-firmalar/1/edit",
"35","teknik-servis","admin/teknik-servis/tanimlar/servis-durumlari/7/edit","admin/teknik-servis/tanimlar/servis-durumlari/{record}/edit","filament.admin.teknik-servis.resources.tanimlar.servis-durumlari.edit","App\Filament\Clusters\TeknikServis\Resources\TeknikServisDurumuTanimKaynagi\Pages\EditTeknikServisDurumu","App\Models\TeknikServis\TeknikServisDurumTanimi","7","200","1738","1738","1738","1738","156603","http://localhost/yalova-kamera/admin/teknik-servis/tanimlar/servis-durumlari/7/edit",
"36","muhasebe","admin/muhasebe/cari-yonetimi/cariler/1","admin/muhasebe/cari-yonetimi/cariler/{record}","filament.admin.muhasebe.resources.cari-yonetimi.cariler.view","App\Filament\Clusters\Muhasebe\Resources\CariKartiKaynagi\Pages\ViewCari","App\Models\Muhasebe\Cari","1","200","1733,72","1733,72","1733,72","1733.72","127128","http://localhost/yalova-kamera/admin/muhasebe/cari-yonetimi/cariler/1",
"37","sistem-moduller","admin/sistem-moduller/1/edit","admin/sistem-moduller/{record}/edit","filament.admin.resources.sistem-moduller.edit","App\Filament\Resources\ModulYonetimKaynagi\Pages\ModulDuzenle","App\Models\Modul","1","200","1720,09","1720,09","1720,09","1720.09","133895","http://localhost/yalova-kamera/admin/sistem-moduller/1/edit",
"38","teknik-servis","admin/teknik-servis/tanimlar/markalar/1/edit","admin/teknik-servis/tanimlar/markalar/{record}/edit","filament.admin.teknik-servis.resources.tanimlar.markalar.edit","App\Filament\Clusters\TeknikServis\Resources\TeknikServisMarkaKaynagi\Pages\EditTeknikServisMarkasi","App\Models\TeknikServis\TeknikServisMarkaTanimi","1","200","1719,25","1719,25","1719,25","1719.25","141696","http://localhost/yalova-kamera/admin/teknik-servis/tanimlar/markalar/1/edit",
"39","web","admin/web/urunler/urun-kategorileri/1/edit","admin/web/urunler/urun-kategorileri/{record}/edit","filament.admin.web.resources.urunler.urun-kategorileri.edit","App\Filament\Clusters\Web\Resources\UrunKategoriKaynagi\Pages\EditUrunKategorisi","App\Models\Muhasebe\StokKategorisi","1","200","1713,09","1713,09","1713,09","1713.09","154895","http://localhost/yalova-kamera/admin/web/urunler/urun-kategorileri/1/edit",
"40","muhasebe","admin/muhasebe/tanimlar/markalar/1/edit","admin/muhasebe/tanimlar/markalar/{record}/edit","filament.admin.muhasebe.resources.tanimlar.markalar.edit","App\Filament\Clusters\Muhasebe\Resources\Tanimlar\MuhasebeMarkaTanimKaynagi\Pages\EditMuhasebeMarka","App\Models\Muhasebe\MuhasebeMarka","1","200","1706,95","1706,95","1706,95","1706.95","143364","http://localhost/yalova-kamera/admin/muhasebe/tanimlar/markalar/1/edit",
"41","personel-takip","admin/personel-takip/tanimlar/subeler/1/edit","admin/personel-takip/tanimlar/subeler/{record}/edit","filament.admin.personel-takip.resources.tanimlar.subeler.edit","App\Filament\Clusters\PersonelTakip\Resources\SubeKaynagi\Pages\EditSube","App\Models\Sube","1","200","1703,92","1703,92","1703,92","1703.92","143434","http://localhost/yalova-kamera/admin/personel-takip/tanimlar/subeler/1/edit",
"42","muhasebe","admin/muhasebe/tanimlar/para-birimleri/1/edit","admin/muhasebe/tanimlar/para-birimleri/{record}/edit","filament.admin.muhasebe.resources.tanimlar.para-birimleri.edit","App\Filament\Clusters\Muhasebe\Resources\ParaBirimiTanimKaynagi\Pages\EditParaBirimi","App\Models\Muhasebe\ParaBirimi","1","200","1698,21","1698,21","1698,21","1698.21","137744","http://localhost/yalova-kamera/admin/muhasebe/tanimlar/para-birimleri/1/edit",
"43","muhasebe","admin/muhasebe/tanimlar/vergi-oranlari/1/edit","admin/muhasebe/tanimlar/vergi-oranlari/{record}/edit","filament.admin.muhasebe.resources.tanimlar.vergi-oranlari.edit","App\Filament\Clusters\Muhasebe\Resources\Tanimlar\VergiOraniTanimKaynagi\Pages\EditVergiOrani","App\Models\Muhasebe\VergiOrani","1","200","1690,24","1690,24","1690,24","1690.24","141226","http://localhost/yalova-kamera/admin/muhasebe/tanimlar/vergi-oranlari/1/edit",
"44","teknik-servis","admin/teknik-servis/tanimlar/cihazlar/1/edit","admin/teknik-servis/tanimlar/cihazlar/{record}/edit","filament.admin.teknik-servis.resources.tanimlar.cihazlar.edit","App\Filament\Clusters\TeknikServis\Resources\TeknikServisCihazKaynagi\Pages\EditTeknikServisCihazi","App\Models\TeknikServis\TeknikServisCihazTanimi","1","200","1680,63","1680,63","1680,63","1680.63","141723","http://localhost/yalova-kamera/admin/teknik-servis/tanimlar/cihazlar/1/edit",
"45","web","admin/web/urunler/urun-listesi/1","admin/web/urunler/urun-listesi/{record}","filament.admin.web.resources.urunler.urun-listesi.view","App\Filament\Clusters\Web\Resources\UrunKaynagi\Pages\ViewUrun","App\Models\Muhasebe\StokKarti","1","404","1629,31","1629,31","1629,31","1629.31","0","http://localhost/yalova-kamera/admin/web/urunler/urun-listesi/1","Uzak sunucu hata döndürdü: (404) Bulunamadı."
